formation_id,assertion_ids,event_date,place,region,country,source_report_urls,source_image_urls,source_image_count,current_location_role,current_latitude,current_longitude,current_coordinate_uncertainty_m,source_coordinate_availability,publisher_map_target_availability,named_geographic_clues,identifiable_persistent_landmarks,source_image_dimensions,display_rights,publication_rights,straight_component_likelihood,priority_score,processing_status,blocker_or_rejection_reason,selected_overlay_id,registration_classification,review_date
cc_6fbab6de4b6f,a_37a2d73d481ca5,2010-07-29,Oleye,Wallonie,Belgium,https://www.cropcirclecenter.com/ccdata/2010/07/29/BE20100729_A.html,https://www.cropcirclecenter.com/ccdata/2010/07/29/BE20100729_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2010/07/29/BE20100729_A_G.jpg,2,locality_reference,50.71396,5.28133,15000.0,no,no,Oleye; Wallonie,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_6ff7456e6c91,a_5ed5ebf5b932f5,2020-08-04,Potterne,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2020/08/04/UK20200804_A.html,https://www.cropcirclecenter.com/ccdata/2020/08/04/UK20200804_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2020/08/04/UK20200804_A_G.jpg,2,locality_reference,51.32917,-2.00519,15000.0,no,no,Potterne; Wiltshire,,569x411; 570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_70183ab32db2,a_8736d9873daa93,2012-08-04,Sjaelland,,Denmark,https://www.cropcirclecenter.com/ccdata/2012/08/04/DK20120804_A.html,https://www.cropcirclecenter.com/ccdata/2012/08/04/DK20120804_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/08/04/DK20120804_A_G.jpg,2,unresolved,,,,no,no,Sjaelland,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_703f5755f099,a_347a9548bc23a1,2014-07-16,Etten-Leur,Noord Brabant,Netherlands,https://www.cropcirclecenter.com/ccdata/2014/07/16/NL20140716_A.html,https://www.cropcirclecenter.com/ccdata/2014/07/16/NL20140716_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2014/07/16/NL20140716_A_G.jpg,2,unresolved,,,,no,no,Etten-Leur; Noord Brabant,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_705be7a90bc8,a_d387ff1f101d8c,2015-07-21,Fairfold,Gloucestershire,England,https://www.cropcirclecenter.com/ccdata/2015/07/21/UK20150721_A.html,https://www.cropcirclecenter.com/ccdata/2015/07/21/UK20150721_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2015/07/21/UK20150721_A_G.jpg,2,unresolved,,,,no,no,Fairfold; Gloucestershire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_707cd9e2b965,a_eaaeb31733a6e6,2020-07-26,Etchilhampton,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2020/07/26/UK20200726_A.html,https://www.cropcirclecenter.com/ccdata/2020/07/26/UK20200726_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2020/07/26/UK20200726_A_G.jpg,2,unresolved,,,,no,no,Etchilhampton; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7156dab2fa93,a_9f5bd310e27575,2012-05-12,,,Italy,https://www.cropcirclecenter.com/ccdata/2012/05/12/IT20120512_A.html,https://www.cropcirclecenter.com/ccdata/2012/05/12/IT20120512_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/05/12/IT20120512_A_G.jpg,2,unresolved,,,,no,no,,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7179267c1e7e,a_dfa10f77b54e63,2020-07-10,Easton Royal,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2020/07/10/UK20200710_A.html,https://www.cropcirclecenter.com/ccdata/2020/07/10/UK20200710_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2020/07/10/UK20200710_A_G.jpg,2,locality_reference,50.53333,-2.45,30000.0,no,no,Easton Royal; Wiltshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7215c81234d2,a_2cce4abb6e148c,2014-06-20,Pontecurone,Piemonte,Italy,https://www.cropcirclecenter.com/ccdata/2014/06/20/IT20140620_A.html,https://www.cropcirclecenter.com/ccdata/2014/06/20/IT20140620_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2014/06/20/IT20140620_A_G.jpg,2,locality_reference,44.9588,8.93289,15000.0,no,no,Pontecurone; Piemonte,,575x415; 570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7234b6712c46,a_83efd374edd1d2,2014-06-17,Badbury Rings,Dorset,England,https://www.cropcirclecenter.com/ccdata/2014/06/17/UK20140617_A.html,https://www.cropcirclecenter.com/ccdata/2014/06/17/UK20140617_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2014/06/17/UK20140617_A_G.jpg,2,unresolved,,,,no,no,Badbury Rings; Dorset,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_72802fd36b80,a_fb24f83c54474e,2025-06-23,location withheld,,Italy,https://www.cropcirclecenter.com/ccdata/2025/06/23/IT20250623_A.html,https://www.cropcirclecenter.com/ccdata/2025/06/23/IT20250623_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2025/06/23/IT20250623_A_G.jpg,2,unresolved,,,,no,no,location withheld,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_72a94ba29c0d,a_d04bb4a28860c7,2020-09-01,Stoke Mandeville,Buckinghamshire,England,https://www.cropcirclecenter.com/ccdata/2020/09/01/UK20200901_A.html,https://www.cropcirclecenter.com/ccdata/2020/09/01/UK20200901_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2020/09/01/UK20200901_A_G.jpg,2,locality_reference,53.00415,-2.18538,30000.0,no,no,Stoke Mandeville; Buckinghamshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7349020217f2,a_9bdb969c5a2615,2010-08-06,Mudford,Somerset,England,https://www.cropcirclecenter.com/ccdata/2010/08/06/UK20100806_A.html,https://www.cropcirclecenter.com/ccdata/2010/08/06/UK20100806_A_F_OM.jpg; https://www.cropcirclecenter.com/ccdata/2010/08/06/UK20100806_A_G.jpg,2,unresolved,,,,no,no,Mudford; Somerset,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_736b9e0b3d9b,a_77c1cb493b63dc,2011-07-02,Conselice,Emilia-Romagna,Italy,https://www.cropcirclecenter.com/ccdata/2011/07/02/IT20110702_A.html,https://www.cropcirclecenter.com/ccdata/2011/07/02/IT20110702_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2011/07/02/IT20110702_A_G.jpg,2,locality_reference,44.51163,11.82848,5000.0,no,no,Conselice; Emilia-Romagna,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7398c9654afe,a_7882d2e9f3bacd,2011-07-13,Stonehenge,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2011/07/13/UK20110713_B.html,https://www.cropcirclecenter.com/ccdata/2011/07/13/UK20110713_B_F.jpg; https://www.cropcirclecenter.com/ccdata/2011/07/13/UK20110713_B_G.jpg,2,unresolved,,,,no,no,Stonehenge; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_74308cfb6244,a_4f9e366ae457de,2013-08-13,West Kennett,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2013/08/13/UK20130813_B.html,https://www.cropcirclecenter.com/ccdata/2013/08/13/UK20130813_B_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/08/13/UK20130813_B_G.jpg,2,unresolved,,,,no,no,West Kennett; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_74752cd0762f,a_edb004429136bf,2018-06-15,Hoeven,Noord Brabant,The Netherland,https://www.cropcirclecenter.com/ccdata/2018/06/15/NL20180615_A.html,https://www.cropcirclecenter.com/ccdata/2018/06/15/NL20180615_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2018/06/15/NL20180615_A_G.jpg,2,unresolved,,,,no,no,Hoeven; Noord Brabant,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7489747615a7,a_64ac1642903b28,2011-07-26,Windmill Hill,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2011/07/26/UK20110726_B.html,https://www.cropcirclecenter.com/ccdata/2011/07/26/UK20110726_B_F.jpg; https://www.cropcirclecenter.com/ccdata/2011/07/26/UK20110726_B_G.jpg,2,unresolved,,,,no,no,Windmill Hill; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_75055ad88b4b,a_69f09815e429fb,2012-05-05,Riesi,Sicilia,Italy,https://www.cropcirclecenter.com/ccdata/2012/05/05/IT20120505_A.html,https://www.cropcirclecenter.com/ccdata/2012/05/05/IT20120505_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/05/05/IT20120505_A_G.jpg,2,locality_reference,37.28079,14.08317,15000.0,no,no,Riesi; Sicilia,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_751075ad92f0,a_5d04674738656d,2010-06-21,Oare,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2010/06/21/UK20100621_A.html,https://www.cropcirclecenter.com/ccdata/2010/06/21/UK20100621_A_F_OM.jpg; https://www.cropcirclecenter.com/ccdata/2010/06/21/UK20100621_A_G.jpg,2,unresolved,,,,no,no,Oare; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_753ee8eab14d,a_bb661593d78a35,2011-11-07,Ipuacu,Santa Catarina State,Brazil,https://www.cropcirclecenter.com/ccdata/2011/11/07/BR20111107_A.html,https://www.cropcirclecenter.com/ccdata/2011/11/07/BR20111107_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2011/11/07/BR20111107_A_G.jpg,2,locality_reference,-26.63139,-52.455,15000.0,no,no,Ipuacu; Santa Catarina State,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_75682e7e9464,a_eceafeca845b33,2016-07-28,West Kennett,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2016/07/28/UK20160728_B.html,https://www.cropcirclecenter.com/ccdata/2016/07/28/UK20160728_B_F.jpg; https://www.cropcirclecenter.com/ccdata/2016/07/28/UK20160728_B_G.jpg,2,unresolved,,,,no,no,West Kennett; Wiltshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_75c45bc8f733,a_91e52a62b2f750,2019-06-18,Fastovetskaya,Krasnodar,Russia,https://www.cropcirclecenter.com/ccdata/2019/06/19/RU20190619_A.html,https://www.cropcirclecenter.com/ccdata/2019/06/19/RU20190619_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2019/06/19/RU20190619_A_G.jpg,2,locality_reference,45.91889,40.15889,15000.0,no,no,Fastovetskaya; Krasnodar,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_75c5e163a704,a_776c060af8a953,2017-07-29,Bialystok,Woidwodschaft Podlachien,Poland,https://www.cropcirclecenter.com/ccdata/2017/07/29/PL20170729_A.html,https://www.cropcirclecenter.com/ccdata/2017/07/29/PL20170729_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2017/07/29/PL20170729_A_G.jpg,2,locality_reference,53.13333,23.16433,15000.0,no,no,Bialystok; Woidwodschaft Podlachien,,569x411; 570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7614b04ff6d6,a_f7499109170a20,2016-08-27,Beckhamtpon,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2016/08/27/UK20160827_A.html,https://www.cropcirclecenter.com/ccdata/2016/08/27/UK20160827_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2016/08/27/UK20160827_A_G.jpg,2,unresolved,,,,no,no,Beckhamtpon; Wiltshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7617adf67098,a_1b97e49156092a,2015-06-03,Castelnuovo Berardenga,Toscana,Italy,https://www.cropcirclecenter.com/ccdata/2015/06/03/IT20150603_A.html,https://www.cropcirclecenter.com/ccdata/2015/06/03/IT20150603_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2015/06/03/IT20150603_A_G.jpg,2,locality_reference,43.34548,11.50039,15000.0,no,no,Castelnuovo Berardenga; Toscana,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_76205958a0d9,a_44b57ceb644fbd,2010-06-29,Merlana,Friuli-Venezia Giulia,Italy,https://www.cropcirclecenter.com/ccdata/2010/06/29/IT20100629_A.html,https://www.cropcirclecenter.com/ccdata/2010/06/29/IT20100629_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2010/06/29/IT20100629_A_G.jpg,2,unresolved,,,,no,no,Merlana; Friuli-Venezia Giulia,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_76315380c047,a_b641389cb01daf,2013-06-17,Timashevsk,Krasnodar,Russia,https://www.cropcirclecenter.com/ccdata/2013/06/17/RU20130617_A.html,https://www.cropcirclecenter.com/ccdata/2013/06/17/RU20130617_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/06/17/RU20130617_A_G.jpg,2,locality_reference,45.61694,38.94528,15000.0,no,no,Timashevsk; Krasnodar,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_76f9448cbd4d,a_570b17caebfe59,2012-09-07,Rochford,Essex,England,https://www.cropcirclecenter.com/ccdata/2012/09/07/UK20120907_A.html,https://www.cropcirclecenter.com/ccdata/2012/09/07/UK20120907_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/09/07/UK20120907_A_G.jpg,2,locality_reference,51.58198,0.70673,15000.0,no,no,Rochford; Essex,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_779f1a094fa4,a_b863cbb571c7f2,2012-06-13,Silbury Hill,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2012/06/13/UK20120613_A.html,https://www.cropcirclecenter.com/ccdata/2012/06/13/UK20120613_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/06/13/UK20120613_A_G.jpg,2,unresolved,,,,no,no,Silbury Hill; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_780fca569578,a_8511a8cd4af0c1,2017-06-04,Ashway,Oxfordshire,England,https://www.cropcirclecenter.com/ccdata/2017/06/04/UK20170604_A.html,https://www.cropcirclecenter.com/ccdata/2017/06/04/UK20170604_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2017/06/04/UK20170604_A_G.jpg,2,unresolved,,,,no,no,Ashway; Oxfordshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_79290fa01a5f,a_7c1e57972d065e,2026-05-10,Kingweston,Somerset,England,https://www.cropcirclecenter.com/ccdata/2026/05/10/UK20260510_A.html,https://www.cropcirclecenter.com/ccdata/2026/05/10/UK20260510_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2026/05/10/UK20260510_A_G.jpg,2,unresolved,,,,no,no,Kingweston; Somerset,,570x411; 569x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7942c122e1d5,a_8906e47a231c32,2022-04-24,Crab Wood,Hampshire,England,https://www.cropcirclecenter.com/ccdata/2022/04/24/UK20220424_A.html,https://www.cropcirclecenter.com/ccdata/2022/04/24/UK20220424_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2022/04/24/UK20220424_A_G.jpg,2,unresolved,,,,no,no,Crab Wood; Hampshire,,569x411; 570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7986f1528b85,a_f5227693efbef0,2020-06-17,Wilton,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2020/06/17/UK20200617_A.html,https://www.cropcirclecenter.com/ccdata/2020/06/17/UK20200617_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2020/06/17/UK20200617_A_G.jpg,2,locality_reference,51.07926,-1.8621,15000.0,no,no,Wilton; Wiltshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_79a0d242f743,a_9a740e9a38d118,2010-07-01,Foglizzo,Piemonte,Italy,https://www.cropcirclecenter.com/ccdata/2010/07/01/IT20100701_A.html,https://www.cropcirclecenter.com/ccdata/2010/07/01/IT20100701_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2010/07/01/IT20100701_A_G.jpg,2,locality_reference,45.27361,7.82087,15000.0,no,no,Foglizzo; Piemonte,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7a39b5ed7b52,a_2663452907965e,2017-07-08,Wylatowo,Kujawsko-Pomorskie,England,https://www.cropcirclecenter.com/ccdata/2017/07/09/PL20170709_A.html,https://www.cropcirclecenter.com/ccdata/2017/07/09/PL20170709_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2017/07/09/PL20170709_A_G.jpg,2,unresolved,,,,no,no,Wylatowo; Kujawsko-Pomorskie,,569x411; 570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7a5f823969bd,a_2db8da08a49563,2011-07-27,Cherhill,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2011/07/27/UK20110727_A.html,https://www.cropcirclecenter.com/ccdata/2011/07/27/UK20110727_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2011/07/27/UK20110727_A_G.jpg,2,locality_reference,51.42989,-1.9509,15000.0,no,no,Cherhill; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7aca8048f284,a_37494fc4db6a17,2013-07-13,Horden,Worcestershire,England,https://www.cropcirclecenter.com/ccdata/2013/07/13/UK20130713_A.html,https://www.cropcirclecenter.com/ccdata/2013/07/13/UK20130713_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/07/13/UK20130713_A_G.jpg,2,unresolved,,,,no,no,Horden; Worcestershire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7b01d1832804,a_5483d43e8ea9c9,2013-06-28,Bishil,Tscheljabinsk,Russia,https://www.cropcirclecenter.com/ccdata/2013/06/28/RU20130628_A.html,https://www.cropcirclecenter.com/ccdata/2013/06/28/RU20130628_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/06/28/RU20130628_A_G.jpg,2,unresolved,,,,no,no,Bishil; Tscheljabinsk,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7b54d12d9302,a_58ef2dadf43d1e,2016-07-28,Cley Hill,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2016/07/30/UK20160730_A.html,https://www.cropcirclecenter.com/ccdata/2016/07/30/UK20160730_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2016/07/30/UK20160730_A_G.jpg,2,unresolved,,,,no,no,Cley Hill; Wiltshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7bb272195c69,a_3f8a22e4f8d386,2013-06-28,Ustek,Liberecky Kraj,Czechia,https://www.cropcirclecenter.com/ccdata/2013/06/28/CZ20130628_A.html,https://www.cropcirclecenter.com/ccdata/2013/06/28/CZ20130628_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/06/28/CZ20130628_A_G.jpg,2,locality_reference,50.58474,14.34332,15000.0,no,no,Ustek; Liberecky Kraj,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7bc5f16686f4,a_662644f22dd3c9,2015-05,Tilba,New South Wales,Australia,https://www.cropcirclecenter.com/ccdata/2015/05/33/AU20150533_A.html,https://www.cropcirclecenter.com/ccdata/2015/05/33/AU20150533_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2015/05/33/AU20150533_A_G.jpg,2,unresolved,,,,no,no,Tilba; New South Wales,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7bd165150dda,a_e5759771d18880,2010-08-14,Berwartshausen,Niedersachsen,Germany,https://www.cropcirclecenter.com/ccdata/2010/08/14/DE20100814_A.html,https://www.cropcirclecenter.com/ccdata/2010/08/14/DE20100814_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2010/08/14/DE20100814_A_G.jpg,2,unresolved,,,,no,no,Berwartshausen; Niedersachsen,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7c28c76c6dbb,a_833ab6c93e6355,2012-07-01,Waden Hill,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2012/07/01/UK20120701_C.html,https://www.cropcirclecenter.com/ccdata/2012/07/01/UK20120701_C_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/07/01/UK20120701_C_G.jpg,2,unresolved,,,,no,no,Waden Hill; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7c5a6082af04,a_c996301d7399da,2019-08-20,Etchilhampton,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2019/08/20/UK20190820_A.html,https://www.cropcirclecenter.com/ccdata/2019/08/20/UK20190820_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2019/08/20/UK20190820_A_G.jpg,2,unresolved,,,,no,no,Etchilhampton; Wiltshire,,569x411; 570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7c6ad9cd5e48,a_c7656d3ee98f9d,2012-07-29,Bialystok,Podlaskie,Poland,https://www.cropcirclecenter.com/ccdata/2012/07/29/PL20120729_A.html,https://www.cropcirclecenter.com/ccdata/2012/07/29/PL20120729_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/07/29/PL20120729_A_G.jpg,2,locality_reference,53.13333,23.16433,15000.0,no,no,Bialystok; Podlaskie,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7ca210f734ea,a_56dec1fb5a24c3,2015-06-02,Castelnuovo Berardenga,Toscana,Italy,https://www.cropcirclecenter.com/ccdata/2015/06/02/IT20150602_A.html,https://www.cropcirclecenter.com/ccdata/2015/06/02/IT20150602_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2015/06/02/IT20150602_A_G.jpg,2,locality_reference,43.34548,11.50039,15000.0,no,no,Castelnuovo Berardenga; Toscana,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7ca41b656384,a_370f8f9de59d48,2012-07-12,Etchilhampton,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2012/07/12/UK20120712_A.html,https://www.cropcirclecenter.com/ccdata/2012/07/12/UK20120712_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/07/12/UK20120712_A_G.jpg,2,unresolved,,,,no,no,Etchilhampton; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7cd4875a2615,a_78bac6d629bf92,2023-08-02,Preston Candover,Hampshire,England,https://www.cropcirclecenter.com/ccdata/2023/08/02/UK20230802_A.html,https://www.cropcirclecenter.com/ccdata/2023/08/02/UK20230802_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2023/08/02/UK20230802_A_G.jpg,2,locality_reference,51.17057,-1.13372,15000.0,no,no,Preston Candover; Hampshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7cf40633fe4a,a_4830c1ed4e946c,2013-08-23,Radnice,Plzensky kraj,Czechia,https://www.cropcirclecenter.com/ccdata/2013/08/23/CZ20130823_A.html,https://www.cropcirclecenter.com/ccdata/2013/08/23/CZ20130823_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/08/23/CZ20130823_A_G.jpg,2,locality_reference,49.85677,13.6057,15000.0,no,no,Radnice; Plzensky kraj,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7cf8cc85654c,a_dccbd5ac257320,2015-07-23,Jihlavy,kraj Vysocina,Czechia,https://www.cropcirclecenter.com/ccdata/2015/07/23/CZ20150723_A.html,https://www.cropcirclecenter.com/ccdata/2015/07/23/CZ20150723_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2015/07/23/CZ20150723_A_G.jpg,2,unresolved,,,,no,no,Jihlavy; kraj Vysocina,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7d253264eb5b,a_9ac5714ebfd379,2010-05-23,Zierenberg,Hessen,Germany,https://www.cropcirclecenter.com/ccdata/2010/05/23/DE20100523_A.html,https://www.cropcirclecenter.com/ccdata/2010/05/23/DE20100523_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2010/05/23/DE20100523_A_G.jpg,2,locality_reference,51.36948,9.30164,15000.0,no,no,Zierenberg; Hessen,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7d59987bf4ff,a_94b3aabd6da9a5,2011-08-07,Rockley,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2011/08/07/UK20110807_A.html,https://www.cropcirclecenter.com/ccdata/2011/08/07/UK20110807_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2011/08/07/UK20110807_A_G.jpg,2,unresolved,,,,no,no,Rockley; Wiltshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7dde1808f9e0,a_aa10e697bc7cc6,2016-07-25,Cheesfoot Head,Hampshire,England,https://www.cropcirclecenter.com/ccdata/2016/07/25/UK20160725_A.html,https://www.cropcirclecenter.com/ccdata/2016/07/25/UK20160725_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2016/07/25/UK20160725_A_G.jpg,2,unresolved,,,,no,no,Cheesfoot Head; Hampshire,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7df0936792d3,a_eecdef75a485b5,2019-04-12,Qinghai Lake,Qinghai,England,https://www.cropcirclecenter.com/ccdata/2019/04/12/CN20190412_A.html,https://www.cropcirclecenter.com/ccdata/2019/04/12/CN20190412_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2019/04/12/CN20190412_A_G.jpg,2,unresolved,,,,no,no,Qinghai Lake; Qinghai,,569x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7dffaba17aff,a_a399715ab2d961,2012-05-11,,,Netherlands,https://www.cropcirclecenter.com/ccdata/2012/05/11/NL20120511_A.html,https://www.cropcirclecenter.com/ccdata/2012/05/11/NL20120511_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/05/11/NL20120511_A_G.jpg,2,unresolved,,,,no,no,,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
cc_7e463f5eee5d,a_843d47994b4a32,2010-06-22,Hawton,Nottinghamshire,England,https://www.cropcirclecenter.com/ccdata/2010/06/22/UK20100622_A.html,https://www.cropcirclecenter.com/ccdata/2010/06/22/UK20100622_A_F_IB.jpg; https://www.cropcirclecenter.com/ccdata/2010/06/22/UK20100622_A_G.jpg,2,unresolved,,,,no,no,Hawton; Nottinghamshire,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,1006,queued,,,,
